Consumidor;NBO 1;NBO 2;NBO 3;NBO 4;NBO 5;Score NBO 1;Score NBO 2;Score NBO 3;Score NBO 4;Score NBO 5
4979;4;28;46;59;72;0,960;0,770;0,680;0,680;0,570
4980;10;25;48;54;69;0,520;0,860;0,700;0,650;0,970
4981;9;23;43;53;68;0,880;0,560;0,520;0,820;0,740
4982;14;27;39;59;76;0,730;0,730;0,760;0,770;0,830
4983;1;21;43;58;69;0,720;0,820;0,520;0,510;0,720
4984;1;29;48;64;69;0,970;0,540;0,540;0,760;0,900
4985;11;23;39;53;73;0,760;0,580;0,650;0,820;0,790
4986;12;33;44;54;77;0,540;0,510;0,830;0,670;0,730
4987;19;24;44;56;67;0,770;0,610;0,890;0,740;0,920
4988;19;21;41;54;68;0,750;0,870;0,630;0,800;0,800
4989;1;30;41;52;71;0,720;0,680;0,510;0,630;0,870
4990;17;26;36;56;78;0,610;0,550;0,600;0,790;0,800
4991;3;29;42;55;72;0,840;0,740;0,570;0,770;0,910
4992;8;25;41;56;67;0,890;0,770;0,840;0,710;0,980
4993;4;23;36;56;80;0,980;0,510;0,920;0,880;0,940
4994;20;30;44;54;72;0,680;0,840;0,810;0,600;0,900
4995;16;30;38;58;76;0,650;0,790;0,970;0,910;0,800
4996;4;31;38;52;78;0,650;0,640;0,970;0,870;0,800
4997;18;26;46;64;75;0,810;0,830;0,900;0,910;0,600
4998;2;32;42;63;77;0,630;0,730;0,900;0,650;0,770
4999;10;32;40;54;77;0,580;0,510;0,810;0,520;0,680
5000;20;32;36;52;74;0,540;0,640;0,960;0,940;0,800
5001;17;25;39;54;68;0,670;0,880;0,760;0,710;0,920
5002;2;21;41;59;75;0,850;0,640;0,610;0,980;0,840
5003;12;27;49;52;73;0,560;0,610;0,540;0,930;0,770
5004;12;24;48;51;79;0,730;0,530;0,620;0,620;0,690
5005;9;30;48;61;73;0,930;0,890;0,590;0,790;0,680
5006;13;28;36;59;67;0,620;0,520;0,660;0,510;0,810
5007;15;31;45;51;80;0,760;0,680;0,910;0,590;0,750
5008;6;23;46;55;68;0,800;0,950;0,730;0,640;0,770
5009;15;24;44;63;70;0,780;0,650;0,700;0,630;0,510
5010;16;23;50;56;80;0,600;0,980;0,740;0,740;0,800
5011;20;23;47;53;72;0,980;0,630;0,930;0,910;0,750
5012;17;22;37;58;80;0,880;0,850;0,750;0,600;0,750
5013;17;26;36;66;71;0,810;0,740;0,970;0,680;0,890
5014;20;21;50;63;72;0,640;0,960;0,830;0,940;0,730
5015;15;25;43;53;78;0,860;0,900;0,590;0,870;0,550
5016;11;24;50;64;70;0,690;0,510;0,610;0,730;0,940
5017;1;26;38;53;73;0,800;0,730;0,660;0,890;0,540
5018;15;26;45;53;73;0,700;0,800;0,820;0,970;0,770
5019;11;30;39;61;68;0,730;0,830;0,530;0,620;0,880
5020;10;23;35;52;69;0,550;0,900;0,790;0,940;0,570
5021;9;29;38;59;70;0,860;0,630;0,570;0,740;0,950
5022;18;22;44;56;69;0,720;0,680;0,570;0,670;0,650
5023;10;25;36;61;79;0,840;0,540;0,650;0,580;0,540
5024;18;25;49;66;70;0,740;0,950;0,960;0,690;0,590
5025;2;33;45;64;68;0,970;0,620;0,570;0,730;0,670
5026;15;28;36;56;70;0,800;0,530;0,830;0,730;0,570
5027;4;22;39;57;68;0,930;0,890;0,530;0,560;0,520
5028;10;25;37;55;72;0,800;0,600;0,740;0,880;0,830
5029;17;27;37;61;71;0,630;0,750;0,580;0,730;0,570
5030;20;30;40;54;69;0,690;0,620;0,770;0,890;0,560
5031;15;27;34;54;77;0,600;0,700;0,570;0,800;0,530
5032;16;24;41;52;78;0,800;0,840;0,960;0,580;0,870
5033;20;27;39;60;75;0,790;0,690;0,700;0,710;0,980
5034;16;25;35;66;70;0,870;0,920;0,640;0,830;0,910
5035;10;27;45;56;80;0,690;0,830;0,810;0,570;0,840
5036;7;22;48;51;77;0,570;0,960;0,730;0,570;0,680
5037;6;29;35;60;73;0,900;0,730;0,810;0,530;0,880
5038;20;31;42;53;76;0,940;0,900;0,550;0,930;0,960
5039;14;25;49;61;72;0,540;0,600;0,530;0,900;0,790
5040;4;27;39;60;77;0,760;0,610;0,730;0,980;0,640
5041;12;24;37;55;79;0,610;0,590;0,840;0,970;0,690
5042;3;28;39;53;72;0,510;0,860;0,610;0,910;0,840
5043;18;31;50;64;75;0,730;0,530;0,630;0,660;0,540
5044;5;26;41;61;74;0,560;0,980;0,850;0,740;0,980
5045;6;27;46;60;77;0,720;0,690;0,600;0,970;0,540
5046;9;23;49;62;79;0,730;0,900;0,510;0,700;0,670
5047;15;31;40;52;70;0,710;0,680;0,960;0,570;0,800
5048;12;31;47;51;74;0,630;0,840;0,740;0,930;0,940
5049;17;30;48;64;69;0,590;0,940;0,560;0,730;0,930
5050;11;26;50;51;74;0,890;0,720;0,590;0,860;0,880
5051;12;27;40;64;67;0,640;0,980;0,750;0,860;0,910
5052;5;31;45;62;79;0,600;0,760;0,690;0,750;0,640
5053;11;30;40;55;74;0,560;0,630;0,550;0,730;0,630
5054;11;25;35;66;79;0,770;0,950;0,700;0,700;0,700
5055;8;30;46;51;75;0,880;0,900;0,630;0,770;0,700
5056;12;24;46;62;75;0,910;0,560;0,840;0,790;0,690
5057;5;27;50;52;78;0,600;0,710;0,750;0,910;0,960
5058;14;24;44;53;78;0,730;0,770;0,680;0,570;0,590
5059;17;21;47;65;71;0,840;0,840;0,880;0,960;0,590
5060;6;25;47;65;70;0,640;0,510;0,710;0,970;0,680
5061;12;24;45;65;78;0,540;0,920;0,980;0,540;0,700
5062;17;33;36;52;70;0,540;0,550;0,670;0,580;0,640
5063;18;31;39;58;80;0,710;0,740;0,850;0,620;0,850
5064;5;30;37;59;76;0,590;0,910;0,800;0,680;0,860
5065;12;26;38;60;68;0,530;0,960;0,520;0,850;0,850
5066;17;32;34;59;74;0,690;0,920;0,790;0,550;0,720
5067;17;31;41;60;68;0,940;0,660;0,640;0,540;0,880
5068;15;23;50;52;80;0,650;0,590;0,670;0,600;0,670
5069;3;25;47;57;79;0,540;0,540;0,540;0,950;0,840
5070;4;28;40;52;76;0,590;0,530;0,780;0,530;0,560
5071;18;23;38;57;68;0,760;0,720;0,560;0,640;0,730
5072;3;22;44;51;78;0,730;0,810;0,660;0,810;0,820
5073;11;27;40;52;76;0,560;0,540;0,590;0,930;0,860
5074;5;33;45;53;75;0,690;0,860;0,700;0,770;0,550
5075;5;33;39;61;74;0,650;0,530;0,970;0,820;0,530
5076;2;28;41;52;75;0,680;0,610;0,980;0,550;0,740
5077;9;22;42;63;71;0,580;0,900;0,860;0,720;0,790
5078;2;23;37;56;80;0,640;0,960;0,750;0,930;0,620
5079;12;27;36;63;74;0,920;0,720;0,600;0,840;0,910
5080;6;32;43;55;68;0,540;0,650;0,830;0,810;0,580
5081;20;24;50;55;70;0,510;0,850;0,880;0,600;0,880
5082;16;22;41;55;68;0,700;0,870;0,540;0,650;0,960
5083;13;21;44;65;70;0,920;0,660;0,860;0,970;0,970
5084;16;25;40;64;77;0,710;0,960;0,540;0,930;0,530
5085;7;22;34;56;77;0,560;0,810;0,980;0,740;0,680
5086;6;23;50;55;76;0,670;0,950;0,740;0,750;0,810
5087;8;27;39;57;75;0,940;0,650;0,680;0,780;0,970
5088;7;28;36;62;71;0,750;0,820;0,540;0,520;0,730
5089;11;26;36;59;67;0,750;0,970;0,920;0,640;0,980
5090;7;31;50;56;78;0,870;0,870;0,610;0,810;0,580
5091;6;26;34;57;75;0,970;0,930;0,900;0,860;0,680
5092;7;32;50;60;74;0,910;0,680;0,950;0,810;0,570
5093;3;25;34;55;71;0,730;0,690;0,940;0,980;0,760
5094;2;23;35;58;80;0,550;0,550;0,750;0,880;0,690
5095;3;21;45;65;76;0,740;0,510;0,950;0,750;0,610
5096;20;21;35;65;73;0,530;0,840;0,870;0,930;0,920
5097;1;26;35;58;79;0,730;0,670;0,510;0,580;0,810
5098;12;23;47;59;78;0,550;0,980;0,580;0,830;0,600
5099;7;24;37;56;67;0,820;0,910;0,670;0,820;0,710
5100;18;22;43;65;80;0,750;0,870;0,960;0,940;0,660
5101;8;21;49;56;74;0,640;0,720;0,770;0,930;0,930
5102;8;25;38;60;67;0,540;0,920;0,760;0,870;0,650
5103;11;27;38;66;80;0,700;0,680;0,900;0,780;0,890
5104;15;31;42;66;68;0,670;0,700;0,940;0,980;0,580
5105;13;21;39;66;73;0,840;0,710;0,720;0,670;0,910
5106;9;31;37;58;71;0,770;0,980;0,640;0,980;0,720
5107;17;24;35;62;68;0,900;0,840;0,770;0,810;0,510
5108;8;21;50;58;70;0,720;0,610;0,680;0,510;0,520
5109;1;27;42;51;78;0,710;0,540;0,830;0,820;0,610
5110;18;29;43;63;78;0,650;0,850;0,680;0,950;0,610
5111;17;29;50;55;75;0,820;0,600;0,860;0,710;0,650
5112;1;32;44;64;68;0,830;0,790;0,970;0,700;0,670
5113;10;26;49;57;75;0,830;0,880;0,850;0,590;0,880
5114;19;29;46;61;80;0,900;0,590;0,640;0,980;0,780
5115;8;27;49;58;80;0,830;0,620;0,520;0,910;0,510
5116;3;22;47;58;78;0,690;0,940;0,840;0,680;0,940
5117;7;26;35;66;67;0,960;0,900;0,600;0,810;0,770
5118;8;28;49;62;74;0,550;0,880;0,730;0,910;0,620
5119;9;22;42;51;77;0,520;0,920;0,560;0,820;0,620
5120;8;23;40;59;69;0,830;0,570;0,700;0,510;0,540
5121;16;27;39;65;72;0,970;0,950;0,690;0,560;0,930
5122;12;33;44;55;69;0,840;0,680;0,920;0,690;0,600
5123;19;26;34;53;71;0,800;0,790;0,910;0,910;0,820
5124;10;26;37;57;71;0,800;0,810;0,830;0,930;0,970
5125;14;23;34;58;67;0,570;0,530;0,680;0,830;0,600
5126;20;32;34;58;67;0,820;0,740;0,860;0,910;0,530
5127;9;31;42;58;76;0,760;0,750;0,710;0,570;0,900
5128;3;24;42;59;77;0,780;0,640;0,710;0,840;0,920
5129;11;24;34;58;75;0,900;0,690;0,550;0,560;0,740
5130;6;26;35;59;78;0,980;0,820;0,890;0,920;0,540
5131;19;31;43;64;79;0,800;0,940;0,520;0,780;0,650
5132;6;30;49;56;73;0,870;0,860;0,640;0,870;0,730
5133;13;31;37;66;67;0,560;0,820;0,590;0,710;0,650
5134;18;33;42;59;71;0,780;0,540;0,510;0,580;0,780
5135;15;28;37;62;67;0,940;0,640;0,590;0,730;0,590
5136;9;21;49;54;73;0,690;0,660;0,960;0,830;0,810
5137;16;25;40;58;79;0,700;0,970;0,930;0,970;0,980
5138;20;29;37;65;78;0,860;0,720;0,840;0,830;0,920
5139;8;23;35;62;70;0,710;0,980;0,740;0,970;0,950
5140;18;25;39;64;75;0,750;0,920;0,970;0,870;0,710
5141;19;23;47;61;72;0,910;0,570;0,700;0,550;0,970
5142;12;29;35;57;69;0,880;0,880;0,830;0,850;0,540
5143;15;23;35;64;77;0,980;0,520;0,650;0,780;0,560
5144;15;27;41;60;70;0,710;0,910;0,760;0,650;0,890
5145;11;22;50;51;70;0,510;0,820;0,880;0,590;0,620
5146;18;24;37;64;77;0,840;0,580;0,710;0,600;0,570
5147;13;22;40;66;72;0,750;0,880;0,860;0,670;0,910
5148;14;33;41;51;69;0,830;0,910;0,820;0,700;0,940
5149;20;30;39;51;73;0,800;0,730;0,580;0,940;0,930
5150;1;29;41;61;76;0,630;0,980;0,530;0,960;0,650
5151;15;29;37;60;74;0,970;0,780;0,760;0,550;0,680
5152;13;32;34;57;69;0,740;0,830;0,880;0,740;0,910
5153;15;23;34;62;73;0,600;0,870;0,820;0,760;0,710
5154;1;32;35;57;69;0,770;0,750;0,800;0,900;0,650
5155;4;32;39;54;75;0,730;0,980;0,700;0,560;0,770
5156;3;30;49;55;76;0,630;0,790;0,790;0,860;0,760
5157;6;25;49;62;79;0,900;0,530;0,910;0,730;0,820
5158;17;28;41;60;79;0,800;0,600;0,920;0,780;0,980
5159;16;31;46;61;75;0,570;0,660;0,850;0,650;0,530
5160;19;25;42;59;73;0,910;0,950;0,720;0,870;0,790
5161;12;23;46;54;78;0,980;0,630;0,530;0,850;0,980
5162;11;29;42;65;74;0,540;0,750;0,740;0,940;0,910
5163;11;30;45;53;78;0,800;0,980;0,890;0,690;0,840
5164;18;23;39;63;67;0,670;0,710;0,520;0,810;0,620
5165;15;32;37;54;77;0,720;0,740;0,860;0,700;0,970
5166;18;28;48;52;74;0,900;0,870;0,710;0,940;0,720
5167;2;24;42;66;68;0,830;0,600;0,670;0,670;0,510
5168;14;27;45;55;67;0,890;0,620;0,840;0,610;0,540
5169;2;25;40;59;71;0,910;0,610;0,540;0,860;0,790
5170;10;22;36;66;76;0,770;0,800;0,810;0,560;0,790
5171;8;33;37;52;69;0,920;0,600;0,910;0,780;0,660
5172;7;33;36;59;69;0,640;0,750;0,610;0,750;0,950
5173;3;32;45;64;70;0,510;0,620;0,540;0,790;0,910
5174;7;30;37;64;68;0,910;0,940;0,890;0,800;0,860
5175;3;32;40;62;77;0,640;0,730;0,980;0,560;0,590
5176;8;31;35;52;80;0,790;0,840;0,910;0,940;0,940
5177;6;24;43;65;67;0,630;0,950;0,880;0,520;0,740
5178;2;23;46;62;78;0,800;0,520;0,800;0,850;0,840
5179;11;33;47;52;78;0,620;0,920;0,950;0,850;0,970
5180;1;28;50;60;79;0,930;0,680;0,980;0,850;0,640
5181;9;28;49;62;80;0,620;0,780;0,910;0,850;0,550
5182;12;29;49;51;76;0,680;0,960;0,550;0,920;0,800
5183;10;28;46;66;80;0,970;0,980;0,590;0,850;0,690
5184;10;26;43;51;78;0,540;0,740;0,780;0,930;0,810
5185;9;24;45;66;80;0,870;0,830;0,550;0,890;0,550
5186;14;33;46;52;68;0,800;0,510;0,630;0,740;0,750
5187;7;23;46;52;80;0,710;0,860;0,640;0,540;0,700
5188;16;24;42;60;67;0,970;0,560;0,650;0,890;0,830
5189;12;27;40;52;75;0,660;0,580;0,810;0,610;0,550
5190;9;33;39;63;79;0,810;0,570;0,580;0,890;0,770
5191;3;29;43;54;79;0,580;0,520;0,870;0,980;0,900
5192;6;24;44;62;69;0,700;0,600;0,790;0,610;0,830
5193;12;22;50;61;74;0,890;0,510;0,630;0,870;0,770
5194;20;29;36;59;69;0,820;0,840;0,630;0,640;0,590
5195;19;30;46;65;70;0,600;0,550;0,630;0,600;0,800
5196;13;22;36;61;75;0,940;0,510;0,650;0,850;0,830
5197;6;26;38;57;71;0,730;0,950;0,800;0,910;0,890
5198;19;27;42;55;78;0,700;0,550;0,870;0,660;0,710
5199;18;30;48;51;78;0,840;0,900;0,560;0,550;0,960
5200;13;32;34;51;75;0,740;0,630;0,630;0,930;0,510
5201;3;21;34;60;76;0,810;0,740;0,800;0,910;0,610
5202;19;23;47;64;72;0,730;0,640;0,800;0,950;0,930
5203;19;23;34;55;71;0,690;0,960;0,880;0,970;0,930
5204;7;27;44;55;71;0,860;0,860;0,820;0,840;0,940
5205;18;22;39;61;78;0,960;0,580;0,530;0,870;0,570
5206;20;23;45;59;76;0,870;0,960;0,520;0,750;0,790
5207;6;33;35;59;79;0,550;0,710;0,670;0,870;0,640
5208;14;29;34;65;72;0,800;0,960;0,650;0,850;0,810
5209;3;27;36;51;68;0,800;0,600;0,760;0,520;0,520
5210;3;30;50;59;75;0,750;0,780;0,980;0,560;0,710
5211;6;24;43;53;80;0,570;0,770;0,830;0,530;0,600
5212;3;25;36;65;78;0,750;0,880;0,620;0,900;0,920
5213;14;25;36;61;72;0,650;0,570;0,910;0,930;0,510
5214;5;25;40;57;77;0,840;0,720;0,730;0,660;0,780
5215;20;29;42;55;73;0,810;0,610;0,930;0,910;0,700
5216;6;29;38;55;77;0,610;0,780;0,930;0,520;0,690
5217;3;29;43;66;79;0,910;0,830;0,560;0,970;0,620
5218;18;26;45;57;76;0,600;0,850;0,970;0,710;0,590
5219;11;22;49;59;77;0,880;0,680;0,580;0,700;0,720
5220;11;24;46;61;78;0,750;0,830;0,800;0,680;0,910
5221;6;30;49;62;80;0,980;0,730;0,620;0,940;0,760
5222;15;25;34;52;79;0,620;0,740;0,630;0,820;0,750
5223;10;22;41;63;79;0,530;0,630;0,790;0,580;0,790
5224;12;28;45;55;68;0,730;0,980;0,720;0,760;0,750
5225;20;24;43;60;70;0,530;0,930;0,980;0,800;0,620
5226;16;28;45;58;73;0,970;0,720;0,950;0,530;0,550
5227;13;30;39;65;74;0,900;0,900;0,850;0,590;0,870
5228;11;23;34;64;77;0,560;0,600;0,530;0,830;0,840
5229;11;23;37;57;79;0,900;0,790;0,870;0,980;0,840
5230;13;25;50;59;69;0,910;0,730;0,570;0,600;0,550
5231;6;26;50;56;68;0,760;0,840;0,610;0,680;0,670
5232;1;29;41;61;78;0,570;0,760;0,660;0,800;0,730
5233;14;24;39;53;70;0,650;0,510;0,780;0,660;0,550
5234;19;24;40;62;79;0,510;0,970;0,940;0,910;0,940
5235;5;32;35;55;67;0,730;0,810;0,670;0,660;0,710
5236;20;27;40;52;75;0,940;0,680;0,790;0,970;0,850
5237;11;23;34;63;80;0,520;0,630;0,810;0,580;0,650
5238;12;25;35;59;80;0,650;0,810;0,760;0,540;0,780
5239;17;24;42;64;80;0,910;0,520;0,880;0,800;0,550
5240;7;24;42;65;78;0,960;0,520;0,880;0,530;0,580
5241;9;22;47;61;70;0,820;0,660;0,800;0,960;0,870
5242;12;28;44;63;72;0,810;0,580;0,770;0,790;0,880
5243;12;31;36;58;68;0,600;0,610;0,750;0,930;0,890
5244;20;31;39;54;71;0,950;0,960;0,570;0,900;0,750
5245;13;27;39;52;76;0,970;0,520;0,810;0,540;0,700
5246;5;24;44;51;78;0,560;0,670;0,540;0,520;0,850
5247;1;33;46;65;68;0,840;0,580;0,570;0,750;0,560
5248;13;22;38;54;70;0,910;0,860;0,660;0,620;0,650
5249;8;27;41;55;68;0,720;0,530;0,930;0,970;0,810
5250;18;29;35;55;72;0,800;0,520;0,720;0,820;0,560
5251;12;25;41;66;67;0,980;0,640;0,780;0,940;0,960
5252;6;23;46;52;72;0,930;0,760;0,610;0,980;0,710
5253;13;29;49;59;71;0,650;0,910;0,800;0,950;0,720
5254;16;25;50;51;73;0,630;0,520;0,690;0,560;0,910
5255;11;32;48;64;79;0,640;0,610;0,870;0,880;0,920
5256;8;33;42;55;71;0,600;0,970;0,700;0,660;0,830
5257;13;28;40;62;79;0,670;0,570;0,630;0,780;0,700
5258;6;25;37;60;72;0,840;0,700;0,850;0,780;0,510
5259;17;22;34;56;75;0,790;0,940;0,770;0,600;0,620
5260;3;27;44;66;76;0,510;0,530;0,730;0,710;0,750
5261;12;32;34;64;70;0,640;0,950;0,520;0,680;0,740
5262;16;24;35;51;80;0,780;0,510;0,630;0,760;0,520
5263;19;29;47;62;79;0,760;0,710;0,850;0,780;0,790
5264;9;24;35;64;68;0,680;0,520;0,980;0,630;0,860
5265;18;28;47;60;70;0,600;0,530;0,940;0,950;0,650
5266;7;30;40;66;69;0,660;0,700;0,930;0,760;0,550
5267;13;27;41;52;74;0,750;0,840;0,740;0,790;0,960
5268;11;32;46;61;67;0,920;0,700;0,640;0,710;0,870
5269;5;23;44;62;77;0,790;0,660;0,550;0,930;0,730
5270;19;23;46;59;78;0,820;0,900;0,740;0,680;0,760
5271;4;25;38;57;73;0,790;0,940;0,820;0,840;0,770
5272;8;28;39;64;76;0,590;0,590;0,970;0,650;0,580
5273;7;27;39;54;71;0,600;0,870;0,570;0,580;0,700
5274;18;30;44;63;73;0,660;0,830;0,690;0,840;0,550
5275;8;28;34;55;77;0,730;0,600;0,780;0,920;0,960
5276;17;30;42;63;79;0,760;0,600;0,930;0,620;0,770
5277;19;29;36;61;74;0,860;0,840;0,650;0,760;0,950
5278;8;31;43;65;70;0,920;0,510;0,950;0,890;0,680
5279;18;24;38;63;78;0,680;0,780;0,680;0,720;0,870
5280;12;31;41;53;69;0,970;0,780;0,610;0,820;0,770
5281;6;22;41;53;72;0,520;0,940;0,680;0,760;0,510
5282;9;27;40;59;74;0,860;0,970;0,590;0,830;0,770
5283;1;23;48;51;68;0,510;0,520;0,710;0,760;0,900
5284;14;32;39;64;67;0,860;0,520;0,820;0,910;0,840
5285;2;33;46;51;76;0,920;0,510;0,770;0,550;0,840
5286;11;22;45;63;67;0,540;0,770;0,890;0,740;0,630
5287;7;22;45;55;79;0,860;0,510;0,930;0,760;0,670
5288;3;26;47;53;74;0,510;0,600;0,850;0,940;0,650
5289;18;33;40;65;78;0,920;0,520;0,950;0,610;0,710
5290;9;24;49;60;78;0,880;0,600;0,970;0,980;0,940
5291;9;21;41;57;75;0,520;0,530;0,770;0,720;0,850
5292;12;32;50;62;71;0,860;0,780;0,650;0,690;0,750
5293;14;30;41;61;68;0,750;0,570;0,750;0,890;0,980
5294;17;30;38;55;70;0,890;0,760;0,540;0,880;0,880
5295;4;27;41;61;76;0,920;0,700;0,560;0,710;0,570
5296;3;22;42;56;72;0,570;0,850;0,670;0,520;0,810
5297;16;25;38;61;67;0,590;0,640;0,970;0,700;0,690
5298;4;31;48;55;74;0,580;0,970;0,670;0,950;0,650
5299;2;31;34;53;69;0,530;0,730;0,970;0,920;0,700
5300;4;28;42;64;75;0,640;0,730;0,840;0,600;0,750
5301;16;29;45;58;71;0,640;0,800;0,880;0,690;0,650
5302;18;27;48;52;71;0,940;0,910;0,640;0,910;0,980
5303;2;31;35;58;75;0,790;0,880;0,910;0,960;0,810
5304;20;33;40;51;74;0,960;0,930;0,540;0,950;0,550
5305;11;23;38;62;77;0,590;0,900;0,690;0,910;0,880
5306;5;27;48;54;75;0,800;0,780;0,680;0,570;0,550
5307;2;26;36;63;75;0,980;0,770;0,610;0,650;0,790
5308;6;28;40;52;79;0,660;0,700;0,600;0,980;0,660
5309;4;33;45;56;72;0,950;0,890;0,710;0,850;0,540
5310;7;27;46;63;72;0,740;0,860;0,800;0,830;0,840
5311;19;22;46;66;80;0,750;0,620;0,980;0,730;0,810
5312;16;26;38;59;73;0,510;0,890;0,640;0,940;0,880
5313;4;27;40;53;74;0,760;0,720;0,740;0,670;0,570
5314;6;33;48;56;76;0,680;0,950;0,630;0,830;0,510
5315;5;24;42;54;80;0,760;0,660;0,910;0,800;0,690
5316;5;30;44;59;73;0,710;0,760;0,580;0,950;0,590
5317;19;33;49;61;79;0,890;0,560;0,840;0,530;0,520
5318;8;33;43;61;74;0,890;0,740;0,550;0,780;0,800
5319;1;23;44;54;72;0,630;0,810;0,790;0,960;0,820
5320;19;27;39;53;68;0,600;0,800;0,760;0,760;0,690
5321;16;24;49;66;69;0,530;0,590;0,800;0,580;0,720
5322;6;23;34;63;78;0,640;0,900;0,580;0,610;0,920
5323;1;28;34;62;80;0,900;0,840;0,720;0,930;0,610
5324;7;30;36;66;73;0,980;0,890;0,640;0,620;0,560
5325;6;29;37;52;77;0,950;0,970;0,600;0,950;0,650
5326;5;27;35;66;74;0,900;0,520;0,570;0,950;0,940
5327;1;33;39;54;71;0,910;0,520;0,820;0,590;0,900
5328;2;30;46;54;76;0,760;0,960;0,710;0,690;0,550
5329;3;25;50;59;71;0,580;0,950;0,770;0,630;0,780
5330;10;25;48;60;72;0,610;0,960;0,960;0,570;0,740
5331;4;22;38;62;77;0,940;0,540;0,540;0,580;0,580
5332;19;30;48;58;69;0,610;0,580;0,750;0,790;0,690
5333;6;23;34;65;78;0,520;0,830;0,740;0,880;0,690
5334;7;33;37;51;80;0,680;0,910;0,790;0,680;0,900
5335;19;22;36;61;71;0,520;0,800;0,660;0,840;0,580
5336;15;30;41;59;69;0,590;0,580;0,640;0,540;0,770
5337;15;29;49;53;73;0,740;0,580;0,610;0,520;0,580
5338;13;31;38;64;70;0,770;0,780;0,720;0,780;0,740
5339;1;30;50;61;68;0,830;0,620;0,580;0,790;0,770
5340;15;23;35;53;68;0,640;0,610;0,900;0,550;0,850
5341;12;27;43;55;68;0,820;0,630;0,630;0,940;0,770
5342;4;27;47;58;71;0,890;0,540;0,740;0,530;0,590
5343;19;27;46;64;71;0,720;0,530;0,640;0,570;0,910
5344;13;26;42;58;68;0,550;0,540;0,720;0,780;0,750
5345;1;22;46;53;74;0,910;0,590;0,900;0,530;0,510
5346;16;21;37;64;80;0,810;0,780;0,620;0,550;0,970
5347;18;33;46;63;79;0,530;0,790;0,920;0,510;0,980
5348;11;28;37;52;75;0,830;0,840;0,590;0,650;0,550
5349;5;30;48;64;74;0,920;0,670;0,740;0,740;0,810
5350;15;29;50;55;80;0,910;0,550;0,770;0,870;0,580
5351;7;29;47;64;77;0,700;0,920;0,830;0,970;0,770
5352;15;23;34;56;71;0,830;0,920;0,570;0,710;0,710
5353;8;26;37;54;79;0,530;0,540;0,590;0,910;0,850
5354;10;33;37;63;72;0,940;0,630;0,680;0,750;0,980
5355;14;32;50;63;73;0,560;0,860;0,890;0,610;0,800
5356;15;25;40;59;73;0,890;0,700;0,850;0,570;0,540
5357;19;33;47;52;79;0,630;0,650;0,760;0,850;0,890
5358;3;32;48;57;73;0,570;0,630;0,980;0,980;0,650
5359;8;33;41;59;75;0,850;0,580;0,920;0,760;0,630
5360;14;26;38;51;68;0,810;0,600;0,700;0,960;0,570
5361;12;21;35;61;71;0,590;0,790;0,760;0,950;0,750
5362;14;29;48;66;74;0,660;0,700;0,680;0,750;0,760
5363;12;33;46;61;80;0,560;0,860;0,720;0,680;0,680
5364;6;23;43;53;74;0,770;0,910;0,560;0,960;0,730
5365;7;28;43;52;72;0,540;0,820;0,890;0,540;0,820
5366;12;29;44;66;72;0,710;0,630;0,690;0,610;0,940
5367;2;33;46;59;80;0,530;0,660;0,640;0,690;0,690
5368;13;25;36;60;80;0,960;0,620;0,810;0,670;0,790
5369;13;27;49;63;67;0,610;0,670;0,540;0,960;0,690
5370;16;29;47;54;67;0,670;0,800;0,580;0,860;0,580
5371;15;33;35;57;68;0,620;0,520;0,960;0,600;0,890
5372;13;22;49;53;70;0,510;0,720;0,940;0,950;0,540
5373;3;33;45;63;76;0,520;0,710;0,860;0,800;0,530
5374;9;23;47;63;70;0,610;0,510;0,540;0,510;0,880
5375;4;26;49;65;77;0,590;0,560;0,930;0,950;0,900
5376;9;28;37;59;70;0,550;0,550;0,880;0,660;0,630
5377;8;26;46;61;76;0,970;0,820;0,950;0,970;0,580
5378;17;21;50;62;77;0,590;0,860;0,540;0,920;0,920
5379;18;25;38;66;68;0,960;0,780;0,580;0,580;0,860
5380;1;26;42;60;75;0,610;0,590;0,850;0,980;0,840
5381;4;31;48;53;69;0,640;0,930;0,820;0,870;0,610
5382;6;31;43;66;79;0,880;0,960;0,640;0,630;0,760
5383;18;27;40;64;69;0,780;0,800;0,830;0,910;0,510
5384;18;26;38;58;73;0,940;0,950;0,880;0,570;0,830
5385;2;30;43;64;80;0,790;0,670;0,870;0,770;0,790
5386;19;28;39;53;73;0,910;0,660;0,530;0,540;0,880
5387;8;31;43;55;70;0,830;0,930;0,920;0,710;0,690
5388;13;21;47;53;79;0,720;0,720;0,640;0,870;0,820
5389;19;27;37;53;76;0,560;0,910;0,640;0,710;0,700
5390;19;33;41;65;74;0,830;0,810;0,910;0,920;0,800
5391;15;31;34;51;69;0,830;0,600;0,670;0,900;0,980
5392;12;27;37;56;74;0,660;0,580;0,740;0,620;0,760
5393;18;21;36;60;70;0,700;0,870;0,650;0,600;0,610
5394;17;22;36;64;74;0,870;0,710;0,660;0,550;0,630
5395;18;28;43;66;67;0,910;0,510;0,620;0,710;0,570
5396;1;21;38;62;69;0,670;0,860;0,960;0,600;0,870
5397;3;29;46;62;75;0,690;0,660;0,800;0,780;0,780
5398;18;24;37;64;80;0,750;0,850;0,950;0,950;0,860
5399;2;32;48;64;73;0,720;0,940;0,590;0,950;0,770
